taxon	UniEuk id	author	rank	status	type	candidate	description	synonyms	alternative names	accessions	envo terms	locations	EukProt ID	reference
Eukaryota;Diaphoretickes;Sar;Stramenopiles;Gyrista;Peronosporomycetes;'core oomycetes';'PS clade';'saprolegnialeans';Protoachlya;	UniEuk#2934		genus											
Eukaryota;Diaphoretickes;Sar;Stramenopiles;Gyrista;Peronosporomycetes;'core oomycetes';'PS clade';'saprolegnialeans';Pythiopsis;	UniEuk#2935		genus											
Eukaryota;Diaphoretickes;Sar;Stramenopiles;Gyrista;Peronosporomycetes;'core oomycetes';'PS clade';'saprolegnialeans';Saprolegnia;	UniEuk#2914		genus											
Eukaryota;Diaphoretickes;Sar;Stramenopiles;Gyrista;Peronosporomycetes;'core oomycetes';'PS clade';'saprolegnialeans';Scoliolegnia;	UniEuk#2936		genus											
Eukaryota;Diaphoretickes;Sar;Stramenopiles;Gyrista;Peronosporomycetes;'core oomycetes';'PS clade';'saprolegnialeans';Thraustotheca;	UniEuk#2937		genus											
Eukaryota;Diaphoretickes;Sar;Stramenopiles;Gyrista;Peronosporomycetes;'core oomycetes';'PS clade';Chlamydomyzium;	UniEuk#2866		genus											
Eukaryota;Diaphoretickes;Sar;Stramenopiles;Gyrista;Peronosporomycetes;'core oomycetes';'PS clade';Halioticida;	UniEuk#2867		genus											
Eukaryota;Diaphoretickes;Sar;Stramenopiles;Gyrista;Peronosporomycetes;'core oomycetes';'PS clade';Sapromyces;	UniEuk#2868		genus											
Eukaryota;Diaphoretickes;Sar;Stramenopiles;Gyrista;Peronosporomycetes;'core oomycetes';Haliphthorales;	UniEuk#2861		order											
Eukaryota;Diaphoretickes;Sar;Stramenopiles;Gyrista;Peronosporomycetes;'core oomycetes';Haliphthorales;Haliphthoros;	UniEuk#2862		genus											
Eukaryota;Diaphoretickes;Sar;Stramenopiles;Gyrista;Peronosporomycetes;'core oomycetes';Haliphthorales;Halocrusticida;	UniEuk#2863		genus											
Eukaryota;Diaphoretickes;Sar;Stramenopiles;Gyrista;Peronosporomycetes;'core oomycetes';Haliphthorales;Halodaphnea;	UniEuk#2864		genus											
Eukaryota;Diaphoretickes;Sar;Stramenopiles;Gyrista;Peronosporomycetes;'core oomycetes';Miracula;	UniEuk#2938		genus											
Eukaryota;Diaphoretickes;Sar;Stramenopiles;Gyrista;Peronosporomycetes;Ciliomyces;	UniEuk#2939		genus											
Eukaryota;Diaphoretickes;Sar;Stramenopiles;Gyrista;Peronosporomycetes;Ectrogella;	UniEuk#2940		genus											
Eukaryota;Diaphoretickes;Sar;Stramenopiles;Gyrista;Peronosporomycetes;Eurychasma;	UniEuk#2853		genus											
Eukaryota;Diaphoretickes;Sar;Stramenopiles;Gyrista;Peronosporomycetes;Haptoglossa;	UniEuk#2854		genus											
Eukaryota;Diaphoretickes;Sar;Stramenopiles;Gyrista;Peronosporomycetes;Pontisma;	UniEuk#2941		genus											
Eukaryota;Diaphoretickes;Sar;Stramenopiles;Gyrista;Peronosporomycetes;Pythiella;	UniEuk#2942		genus											
Eukaryota;Diaphoretickes;Sar;Stramenopiles;Gyrista;Peronosporomycetes;Rozellopsis;	UniEuk#2943		genus											
Eukaryota;Diaphoretickes;Sar;Stramenopiles;Gyrista;Peronosporomycetes;Sirolpidium;	UniEuk#2944		genus											
Eukaryota;Diaphoretickes;Sar;Stramenopiles;Gyrista;Pirsoniales;	UniEuk#2945	Cavalier-Smith 2006	order											
Eukaryota;Diaphoretickes;Sar;Stramenopiles;Gyrista;Pirsoniales;Pirsonia;	UniEuk#2946		genus											
Eukaryota;Diaphoretickes;Sar;Stramenopiles;Platysulcus;	UniEuk#2947		genus											
Eukaryota;Diaphoretickes;Telonemia;	UniEuk#2948	Shalchian-Tabrizi 2006												
Eukaryota;Diaphoretickes;Telonemia;Telonema;	UniEuk#2949		genus											
Eukaryota;Diaphoretickes;Telonemia;Telonema;'Tantarcticum clade';	UniEuk#2950													
Eukaryota;Diaphoretickes;Telonemia;Telonema;'Tsubtile clade';	UniEuk#2951													
Eukaryota;Discoba;	UniEuk#2952	Simpson in Hampl et al. 2009												
Eukaryota;Discoba;'SRT308 lineage';	UniEuk#3211		genus			true								
Eukaryota;Discoba;Euglenozoa;	UniEuk#2953	Simpson 1997												
Eukaryota;Discoba;Euglenozoa;Diplonemea;	UniEuk#2954	Simpson 1997	class											
Eukaryota;Discoba;Euglenozoa;Diplonemea;'DSPD-II lineage';	UniEuk#2968													
Eukaryota;Discoba;Euglenozoa;Diplonemea;Diplonemidae;	UniEuk#2955	Adl et al. 2019	family											
Eukaryota;Discoba;Euglenozoa;Diplonemea;Diplonemidae;'Dpapillatum clade';	UniEuk#2961		genus			true								
Eukaryota;Discoba;Euglenozoa;Diplonemea;Diplonemidae;Diplonema;	UniEuk#2956		genus											
Eukaryota;Discoba;Euglenozoa;Diplonemea;Diplonemidae;Flectonema;	UniEuk#2957		genus											
Eukaryota;Discoba;Euglenozoa;Diplonemea;Diplonemidae;Lacrimia;	UniEuk#2958		genus											
Eukaryota;Discoba;Euglenozoa;Diplonemea;Diplonemidae;Rhynchopus;	UniEuk#2959		genus											
Eukaryota;Discoba;Euglenozoa;Diplonemea;Diplonemidae;Sulcionema;	UniEuk#2960		genus											
Eukaryota;Discoba;Euglenozoa;Diplonemea;Eupelagonemidae;	UniEuk#2962	Okamoto & Keeling 2018	family											
Eukaryota;Discoba;Euglenozoa;Diplonemea;Eupelagonemidae;Eupelagonema;	UniEuk#2963		genus											
Eukaryota;Discoba;Euglenozoa;Diplonemea;Hemistasiidae;	UniEuk#2964	Adl et al. 2019	family											
Eukaryota;Discoba;Euglenozoa;Diplonemea;Hemistasiidae;Artemidia;	UniEuk#2966	Prokopchuk, Tashyreva & Lukes, 2019	genus											
Eukaryota;Discoba;Euglenozoa;Diplonemea;Hemistasiidae;Hemistasia;	UniEuk#2965		genus											
Eukaryota;Discoba;Euglenozoa;Diplonemea;Hemistasiidae;Namystynia;	UniEuk#2967	Prokopchuk, Tashyreva & Lukes, 2019	genus											
Eukaryota;Discoba;Euglenozoa;Euglenida;	UniEuk#2969	Simpson 1997												
Eukaryota;Discoba;Euglenozoa;Euglenida;'EU17 lineage';	UniEuk#3063		genus			true								
Eukaryota;Discoba;Euglenozoa;Euglenida;'core euglenids';	UniEuk#2985													
Eukaryota;Discoba;Euglenozoa;Euglenida;'core euglenids';'CARR5 lineage';	UniEuk#2996		genus			true								
Eukaryota;Discoba;Euglenozoa;Euglenida;'core euglenids';'WF2_3 lineage';	UniEuk#2997		genus			true								
Eukaryota;Discoba;Euglenozoa;Euglenida;'core euglenids';Alistosa;	UniEuk#2986													
Eukaryota;Discoba;Euglenozoa;Euglenida;'core euglenids';Alistosa;Decastava;	UniEuk#2987		genus											
Eukaryota;Discoba;Euglenozoa;Euglenida;'core euglenids';Alistosa;Keelungia;	UniEuk#2988		genus											
Eukaryota;Discoba;Euglenozoa;Euglenida;'core euglenids';Alistosa;Lentomonas;	UniEuk#2989		genus											
Eukaryota;Discoba;Euglenozoa;Euglenida;'core euglenids';Alistosa;Ploeotiidae;	UniEuk#2990													
Eukaryota;Discoba;Euglenozoa;Euglenida;'core euglenids';Alistosa;Ploeotiidae;Ploeotia;	UniEuk#2991		genus											
Eukaryota;Discoba;Euglenozoa;Euglenida;'core euglenids';Alistosa;Ploeotiidae;Serpenomonas;	UniEuk#2992		genus											
Eukaryota;Discoba;Euglenozoa;Euglenida;'core euglenids';Entosiphon;	UniEuk#2993		genus											
Eukaryota;Discoba;Euglenozoa;Euglenida;'core euglenids';Hemiolina;	UniEuk#2994		genus											
Eukaryota;Discoba;Euglenozoa;Euglenida;'core euglenids';Liburna;	UniEuk#2995		genus											
Eukaryota;Discoba;Euglenozoa;Euglenida;'core euglenids';Olkaspira;	UniEuk#2998													
Eukaryota;Discoba;Euglenozoa;Euglenida;'core euglenids';Olkaspira;'SMS7 lineage';	UniEuk#3000		genus			true								
Eukaryota;Discoba;Euglenozoa;Euglenida;'core euglenids';Olkaspira;Olkasia;	UniEuk#2999		genus											
Eukaryota;Discoba;Euglenozoa;Euglenida;'core euglenids';Olkaspira;Spirocuta;	UniEuk#3001													
Eukaryota;Discoba;Euglenozoa;Euglenida;'core euglenids';Olkaspira;Spirocuta;'Hglobuliferum clade';	UniEuk#3059		genus			true								
Eukaryota;Discoba;Euglenozoa;Euglenida;'core euglenids';Olkaspira;Spirocuta;'Jenningsia I clade';	UniEuk#3053		genus			true								
Eukaryota;Discoba;Euglenozoa;Euglenida;'core euglenids';Olkaspira;Spirocuta;'Jenningsia II clade';	UniEuk#3054		genus			true								
Eukaryota;Discoba;Euglenozoa;Euglenida;'core euglenids';Olkaspira;Spirocuta;'PLL1 lineage';	UniEuk#3060		genus			true								
Eukaryota;Discoba;Euglenozoa;Euglenida;'core euglenids';Olkaspira;Spirocuta;'PP6 lineage';	UniEuk#3061		genus			true								
Eukaryota;Discoba;Euglenozoa;Euglenida;'core euglenids';Olkaspira;Spirocuta;'Urceolus I clade';	UniEuk#3056		genus			true								
Eukaryota;Discoba;Euglenozoa;Euglenida;'core euglenids';Olkaspira;Spirocuta;'Urceolus II clade';	UniEuk#3057		genus			true								
Eukaryota;Discoba;Euglenozoa;Euglenida;'core euglenids';Olkaspira;Spirocuta;'Urceolus III clade';	UniEuk#3058		genus			true								
Eukaryota;Discoba;Euglenozoa;Euglenida;'core euglenids';Olkaspira;Spirocuta;Anisonemia;	UniEuk#3002													
Eukaryota;Discoba;Euglenozoa;Euglenida;'core euglenids';Olkaspira;Spirocuta;Anisonemia;'CD5 lineage';	UniEuk#3011		genus			true								
Eukaryota;Discoba;Euglenozoa;Euglenida;'core euglenids';Olkaspira;Spirocuta;Anisonemia;'Hvittatum clade';	UniEuk#3010		genus			true								
Eukaryota;Discoba;Euglenozoa;Euglenida;'core euglenids';Olkaspira;Spirocuta;Anisonemia;'anisonemids';	UniEuk#3003													
Eukaryota;Discoba;Euglenozoa;Euglenida;'core euglenids';Olkaspira;Spirocuta;Anisonemia;'anisonemids';'Dinema I clade';	UniEuk#3006		genus			true								
Eukaryota;Discoba;Euglenozoa;Euglenida;'core euglenids';Olkaspira;Spirocuta;Anisonemia;'anisonemids';'Dinema II clade';	UniEuk#3007		genus			true								
Eukaryota;Discoba;Euglenozoa;Euglenida;'core euglenids';Olkaspira;Spirocuta;Anisonemia;'anisonemids';'Dinema III clade';	UniEuk#3008		genus			true								
Eukaryota;Discoba;Euglenozoa;Euglenida;'core euglenids';Olkaspira;Spirocuta;Anisonemia;'anisonemids';Anisonema;	UniEuk#3004		genus											
Eukaryota;Discoba;Euglenozoa;Euglenida;'core euglenids';Olkaspira;Spirocuta;Anisonemia;'anisonemids';Dinema;	UniEuk#3005		genus											
Eukaryota;Discoba;Euglenozoa;Euglenida;'core euglenids';Olkaspira;Spirocuta;Anisonemia;Aphagea;	UniEuk#3012	Busse & Preisfeld 2002												
Eukaryota;Discoba;Euglenozoa;Euglenida;'core euglenids';Olkaspira;Spirocuta;Anisonemia;Aphagea;'Delegans clade';	UniEuk#3015		genus			true								
Eukaryota;Discoba;Euglenozoa;Euglenida;'core euglenids';Olkaspira;Spirocuta;Anisonemia;Aphagea;'Dproteus clade';	UniEuk#3016		genus			true								
Eukaryota;Discoba;Euglenozoa;Euglenida;'core euglenids';Olkaspira;Spirocuta;Anisonemia;Aphagea;Astasia;	UniEuk#3013		genus											
Eukaryota;Discoba;Euglenozoa;Euglenida;'core euglenids';Olkaspira;Spirocuta;Anisonemia;Aphagea;Distigma;	UniEuk#3014		genus											
Eukaryota;Discoba;Euglenozoa;Euglenida;'core euglenids';Olkaspira;Spirocuta;Anisonemia;Aphagea;Rhabdomonadida;	UniEuk#3017		order											
Eukaryota;Discoba;Euglenozoa;Euglenida;'core euglenids';Olkaspira;Spirocuta;Anisonemia;Aphagea;Rhabdomonadida;Gyropaigne;	UniEuk#3018		genus											
Eukaryota;Discoba;Euglenozoa;Euglenida;'core euglenids';Olkaspira;Spirocuta;Anisonemia;Aphagea;Rhabdomonadida;Menoidium;	UniEuk#3019		genus											
Eukaryota;Discoba;Euglenozoa;Euglenida;'core euglenids';Olkaspira;Spirocuta;Anisonemia;Aphagea;Rhabdomonadida;Parmidium;	UniEuk#3020		genus											
Eukaryota;Discoba;Euglenozoa;Euglenida;'core euglenids';Olkaspira;Spirocuta;Anisonemia;Aphagea;Rhabdomonadida;Rhabdomonas;	UniEuk#3021		genus											
Eukaryota;Discoba;Euglenozoa;Euglenida;'core euglenids';Olkaspira;Spirocuta;Anisonemia;Neometanema;	UniEuk#3009		genus											
Eukaryota;Discoba;Euglenozoa;Euglenida;'core euglenids';Olkaspira;Spirocuta;Chasmostoma;	UniEuk#3049		genus											
Eukaryota;Discoba;Euglenozoa;Euglenida;'core euglenids';Olkaspira;Spirocuta;Euglenea;	UniEuk#3022								Euglenophyceae					
Eukaryota;Discoba;Euglenozoa;Euglenida;'core euglenids';Olkaspira;Spirocuta;Euglenea;Euglenophycidae;	UniEuk#3024	Marin & Melkonian 2003												
Eukaryota;Discoba;Euglenozoa;Euglenida;'core euglenids';Olkaspira;Spirocuta;Euglenea;Euglenophycidae;Euglenales;	UniEuk#3025	Marin & Melkonian 2003	order											
Eukaryota;Discoba;Euglenozoa;Euglenida;'core euglenids';Olkaspira;Spirocuta;Euglenea;Euglenophycidae;Euglenales;Euglenaceae;	UniEuk#3026	Kim et al. 2010	family											
Eukaryota;Discoba;Euglenozoa;Euglenida;'core euglenids';Olkaspira;Spirocuta;Euglenea;Euglenophycidae;Euglenales;Euglenaceae;'Evelata clade';	UniEuk#3040		genus			true								
Eukaryota;Discoba;Euglenozoa;Euglenida;'core euglenids';Olkaspira;Spirocuta;Euglenea;Euglenophycidae;Euglenales;Euglenaceae;Ascoglena;	UniEuk#3027		genus											
Eukaryota;Discoba;Euglenozoa;Euglenida;'core euglenids';Olkaspira;Spirocuta;Euglenea;Euglenophycidae;Euglenales;Euglenaceae;Colacium;	UniEuk#3028		genus											
Eukaryota;Discoba;Euglenozoa;Euglenida;'core euglenids';Olkaspira;Spirocuta;Euglenea;Euglenophycidae;Euglenales;Euglenaceae;Cryptoglena;	UniEuk#3029		genus											
Eukaryota;Discoba;Euglenozoa;Euglenida;'core euglenids';Olkaspira;Spirocuta;Euglenea;Euglenophycidae;Euglenales;Euglenaceae;Euglena;	UniEuk#3030		genus											
Eukaryota;Discoba;Euglenozoa;Euglenida;'core euglenids';Olkaspira;Spirocuta;Euglenea;Euglenophycidae;Euglenales;Euglenaceae;Euglenaformis;	UniEuk#3031		genus											
Eukaryota;Discoba;Euglenozoa;Euglenida;'core euglenids';Olkaspira;Spirocuta;Euglenea;Euglenophycidae;Euglenales;Euglenaceae;Euglenamorpha;	UniEuk#3032		genus											
Eukaryota;Discoba;Euglenozoa;Euglenida;'core euglenids';Olkaspira;Spirocuta;Euglenea;Euglenophycidae;Euglenales;Euglenaceae;Euglenaria;	UniEuk#3033		genus											
Eukaryota;Discoba;Euglenozoa;Euglenida;'core euglenids';Olkaspira;Spirocuta;Euglenea;Euglenophycidae;Euglenales;Euglenaceae;Euglenopsis;	UniEuk#3034		genus											
Eukaryota;Discoba;Euglenozoa;Euglenida;'core euglenids';Olkaspira;Spirocuta;Euglenea;Euglenophycidae;Euglenales;Euglenaceae;Hegneria;	UniEuk#3035		genus											
Eukaryota;Discoba;Euglenozoa;Euglenida;'core euglenids';Olkaspira;Spirocuta;Euglenea;Euglenophycidae;Euglenales;Euglenaceae;Klebsina;	UniEuk#3036		genus											
Eukaryota;Discoba;Euglenozoa;Euglenida;'core euglenids';Olkaspira;Spirocuta;Euglenea;Euglenophycidae;Euglenales;Euglenaceae;Monomorphina;	UniEuk#3037		genus											
Eukaryota;Discoba;Euglenozoa;Euglenida;'core euglenids';Olkaspira;Spirocuta;Euglenea;Euglenophycidae;Euglenales;Euglenaceae;Strombomonas;	UniEuk#3038		genus											
Eukaryota;Discoba;Euglenozoa;Euglenida;'core euglenids';Olkaspira;Spirocuta;Euglenea;Euglenophycidae;Euglenales;Euglenaceae;Trachelomonas;	UniEuk#3039		genus											
Eukaryota;Discoba;Euglenozoa;Euglenida;'core euglenids';Olkaspira;Spirocuta;Euglenea;Euglenophycidae;Euglenales;Phacaceae;	UniEuk#3041	Kim et al. 2010	family											
Eukaryota;Discoba;Euglenozoa;Euglenida;'core euglenids';Olkaspira;Spirocuta;Euglenea;Euglenophycidae;Euglenales;Phacaceae;Discoplastis;	UniEuk#3042		genus											
Eukaryota;Discoba;Euglenozoa;Euglenida;'core euglenids';Olkaspira;Spirocuta;Euglenea;Euglenophycidae;Euglenales;Phacaceae;Lepocinclis;	UniEuk#3043		genus											
Eukaryota;Discoba;Euglenozoa;Euglenida;'core euglenids';Olkaspira;Spirocuta;Euglenea;Euglenophycidae;Euglenales;Phacaceae;Phacus;	UniEuk#3044		genus											
Eukaryota;Discoba;Euglenozoa;Euglenida;'core euglenids';Olkaspira;Spirocuta;Euglenea;Euglenophycidae;Eutreptiales;	UniEuk#3045	Marin & Melkonian 2003	order											
Eukaryota;Discoba;Euglenozoa;Euglenida;'core euglenids';Olkaspira;Spirocuta;Euglenea;Euglenophycidae;Eutreptiales;'Ebraarudii clade';	UniEuk#3048		genus			true								
Eukaryota;Discoba;Euglenozoa;Euglenida;'core euglenids';Olkaspira;Spirocuta;Euglenea;Euglenophycidae;Eutreptiales;Eutreptia;	UniEuk#3046		genus											
Eukaryota;Discoba;Euglenozoa;Euglenida;'core euglenids';Olkaspira;Spirocuta;Euglenea;Euglenophycidae;Eutreptiales;Eutreptiella;	UniEuk#3047		genus											
Eukaryota;Discoba;Euglenozoa;Euglenida;'core euglenids';Olkaspira;Spirocuta;Euglenea;Rapaza;	UniEuk#3023	Yamaguchi et al. 2012	genus											
Eukaryota;Discoba;Euglenozoa;Euglenida;'core euglenids';Olkaspira;Spirocuta;Heteronema;	UniEuk#3062		genus											
Eukaryota;Discoba;Euglenozoa;Euglenida;'core euglenids';Olkaspira;Spirocuta;Jenningsia;	UniEuk#3052		genus											
Eukaryota;Discoba;Euglenozoa;Euglenida;'core euglenids';Olkaspira;Spirocuta;Peranema;	UniEuk#3050		genus											
Eukaryota;Discoba;Euglenozoa;Euglenida;'core euglenids';Olkaspira;Spirocuta;Teloprocta;	UniEuk#3051		genus											
Eukaryota;Discoba;Euglenozoa;Euglenida;'core euglenids';Olkaspira;Spirocuta;Urceolus;	UniEuk#3055		genus											
Eukaryota;Discoba;Euglenozoa;Euglenida;Peranemopsis;	UniEuk#3064		genus											
Eukaryota;Discoba;Euglenozoa;Euglenida;Petalomonadida;	UniEuk#2970		order											
Eukaryota;Discoba;Euglenozoa;Euglenida;Petalomonadida;'Nostium clade';	UniEuk#2973		genus			true								
Eukaryota;Discoba;Euglenozoa;Euglenida;Petalomonadida;'core petalomonads';	UniEuk#2974													
Eukaryota;Discoba;Euglenozoa;Euglenida;Petalomonadida;'core petalomonads';'Nurceolatus lineage';	UniEuk#2978		genus			true								
Eukaryota;Discoba;Euglenozoa;Euglenida;Petalomonadida;'core petalomonads';Biundula;	UniEuk#2975		genus											
Eukaryota;Discoba;Euglenozoa;Euglenida;Petalomonadida;'core petalomonads';Petalomonas;	UniEuk#2976		genus											
Eukaryota;Discoba;Euglenozoa;Euglenida;Petalomonadida;'core petalomonads';Scytomonas;	UniEuk#2977		genus											
Eukaryota;Discoba;Euglenozoa;Euglenida;Petalomonadida;Atraktomonas;	UniEuk#2979		genus											
Eukaryota;Discoba;Euglenozoa;Euglenida;Petalomonadida;Calycimonas;	UniEuk#2980		genus											
Eukaryota;Discoba;Euglenozoa;Euglenida;Petalomonadida;Dolium;	UniEuk#2981		genus											
Eukaryota;Discoba;Euglenozoa;Euglenida;Petalomonadida;Dylakosoma;	UniEuk#2982		genus											
Eukaryota;Discoba;Euglenozoa;Euglenida;Petalomonadida;Notosolenus;	UniEuk#2971		genus											
Eukaryota;Discoba;Euglenozoa;Euglenida;Petalomonadida;Pentamonas;	UniEuk#2983		genus											
Eukaryota;Discoba;Euglenozoa;Euglenida;Petalomonadida;Sphenomonas;	UniEuk#2972		genus											
Eukaryota;Discoba;Euglenozoa;Euglenida;Petalomonadida;Tropidoscyphus;	UniEuk#2984		genus											
Eukaryota;Discoba;Euglenozoa;Kinetoplastea;	UniEuk#3065	Honigberg 1963	class											
Eukaryota;Discoba;Euglenozoa;Kinetoplastea;'AT4-96 lineage';	UniEuk#3066													
Eukaryota;Discoba;Euglenozoa;Kinetoplastea;'D1 lineage';	UniEuk#3067		genus			true								
Eukaryota;Discoba;Euglenozoa;Kinetoplastea;Bordnamonas;	UniEuk#3124		genus											
Eukaryota;Discoba;Euglenozoa;Kinetoplastea;Cephalothamnium;	UniEuk#3125		genus											
Eukaryota;Discoba;Euglenozoa;Kinetoplastea;Metakinetoplastina;	UniEuk#3068	Vickerman in Moreira et al. 2004												
Eukaryota;Discoba;Euglenozoa;Kinetoplastea;Metakinetoplastina;'SCCAP-BD54 lineage';	UniEuk#3096		genus			true								
Eukaryota;Discoba;Euglenozoa;Kinetoplastea;Metakinetoplastina;Bodo;	UniEuk#3069		genus						Eubodonida					
Eukaryota;Discoba;Euglenozoa;Kinetoplastea;Metakinetoplastina;Neobodonida;	UniEuk#3070	Vickerman in Moreira et al. 2004	order											
Eukaryota;Discoba;Euglenozoa;Kinetoplastea;Metakinetoplastina;Neobodonida;'neobodonids 1A';	UniEuk#3078													
Eukaryota;Discoba;Euglenozoa;Kinetoplastea;Metakinetoplastina;Neobodonida;'neobodonids 1A';Klosteria;	UniEuk#3079		genus											
Eukaryota;Discoba;Euglenozoa;Kinetoplastea;Metakinetoplastina;Neobodonida;'neobodonids 1A';Rhynchobodo;	UniEuk#3080		genus											
Eukaryota;Discoba;Euglenozoa;Kinetoplastea;Metakinetoplastina;Neobodonida;'neobodonids 1C';	UniEuk#3081													
Eukaryota;Discoba;Euglenozoa;Kinetoplastea;Metakinetoplastina;Neobodonida;'neobodonids 1C';Azumiobodo;	UniEuk#3082		genus											
Eukaryota;Discoba;Euglenozoa;Kinetoplastea;Metakinetoplastina;Neobodonida;'neobodonids 1C';Cruzella;	UniEuk#3083		genus											
Eukaryota;Discoba;Euglenozoa;Kinetoplastea;Metakinetoplastina;Neobodonida;'neobodonids 1C';Neobodo designis;	UniEuk#3084		species											
Eukaryota;Discoba;Euglenozoa;Kinetoplastea;Metakinetoplastina;Neobodonida;'neobodonids 1D';	UniEuk#3085													
Eukaryota;Discoba;Euglenozoa;Kinetoplastea;Metakinetoplastina;Neobodonida;'neobodonids 1D';Actuariola;	UniEuk#3086		genus											
Eukaryota;Discoba;Euglenozoa;Kinetoplastea;Metakinetoplastina;Neobodonida;'neobodonids 1D';Neobodo borokensis;	UniEuk#3087		species											
Eukaryota;Discoba;Euglenozoa;Kinetoplastea;Metakinetoplastina;Neobodonida;'neobodonids 1D';Neobodo saliens;	UniEuk#3088		species											
Eukaryota;Discoba;Euglenozoa;Kinetoplastea;Metakinetoplastina;Neobodonida;'neobodonids Nd6';	UniEuk#3089													
Eukaryota;Discoba;Euglenozoa;Kinetoplastea;Metakinetoplastina;Neobodonida;Allobodonidae;	UniEuk#3071		family						neobodonids 1E					
Eukaryota;Discoba;Euglenozoa;Kinetoplastea;Metakinetoplastina;Neobodonida;Allobodonidae;Allobodo;	UniEuk#3072	Goodwin et al. 2018	genus											
Eukaryota;Discoba;Euglenozoa;Kinetoplastea;Metakinetoplastina;Neobodonida;Rhynchomonadidae;	UniEuk#3073		family						neobodonids 1B					
Eukaryota;Discoba;Euglenozoa;Kinetoplastea;Metakinetoplastina;Neobodonida;Rhynchomonadidae;Cryptaulax;	UniEuk#3076		genus											
Eukaryota;Discoba;Euglenozoa;Kinetoplastea;Metakinetoplastina;Neobodonida;Rhynchomonadidae;Dimastigella;	UniEuk#3075		genus											
Eukaryota;Discoba;Euglenozoa;Kinetoplastea;Metakinetoplastina;Neobodonida;Rhynchomonadidae;Phanerobia;	UniEuk#3077		genus											
Eukaryota;Discoba;Euglenozoa;Kinetoplastea;Metakinetoplastina;Neobodonida;Rhynchomonadidae;Rhynchomonas;	UniEuk#3074		genus											
Eukaryota;Discoba;Euglenozoa;Kinetoplastea;Metakinetoplastina;Parabodonida;	UniEuk#3090	Vickerman in Moreira et al. 2004	order											
Eukaryota;Discoba;Euglenozoa;Kinetoplastea;Metakinetoplastina;Parabodonida;Cryptobia;	UniEuk#3091		genus											
Eukaryota;Discoba;Euglenozoa;Kinetoplastea;Metakinetoplastina;Parabodonida;Jarrellia;	UniEuk#3092		genus											
Eukaryota;Discoba;Euglenozoa;Kinetoplastea;Metakinetoplastina;Parabodonida;Parabodo;	UniEuk#3093		genus											
Eukaryota;Discoba;Euglenozoa;Kinetoplastea;Metakinetoplastina;Parabodonida;Procryptobia;	UniEuk#3094		genus											
Eukaryota;Discoba;Euglenozoa;Kinetoplastea;Metakinetoplastina;Parabodonida;Trypanoplasma;	UniEuk#3095		genus											
Eukaryota;Discoba;Euglenozoa;Kinetoplastea;Metakinetoplastina;Trypanosomatida;	UniEuk#3097	Vickerman in Moreira et al. 2004	order											
Eukaryota;Discoba;Euglenozoa;Kinetoplastea;Metakinetoplastina;Trypanosomatida;'core tryps';	UniEuk#3099													
Eukaryota;Discoba;Euglenozoa;Kinetoplastea;Metakinetoplastina;Trypanosomatida;'core tryps';Blastocrithidia;	UniEuk#3102		genus											
Eukaryota;Discoba;Euglenozoa;Kinetoplastea;Metakinetoplastina;Trypanosomatida;'core tryps';Blechomonas;	UniEuk#3101		genus											
Eukaryota;Discoba;Euglenozoa;Kinetoplastea;Metakinetoplastina;Trypanosomatida;'core tryps';Herpetomonas;	UniEuk#3103		genus											
Eukaryota;Discoba;Euglenozoa;Kinetoplastea;Metakinetoplastina;Trypanosomatida;'core tryps';Jaenimonas;	UniEuk#3104		genus											
Eukaryota;Discoba;Euglenozoa;Kinetoplastea;Metakinetoplastina;Trypanosomatida;'core tryps';Lafontella;	UniEuk#3105		genus											
Eukaryota;Discoba;Euglenozoa;Kinetoplastea;Metakinetoplastina;Trypanosomatida;'core tryps';Leishmaniinae;	UniEuk#3113	Maslov & Luke� 2012												
Eukaryota;Discoba;Euglenozoa;Kinetoplastea;Metakinetoplastina;Trypanosomatida;'core tryps';Leishmaniinae;Borovskyia;	UniEuk#3117		genus											
Eukaryota;Discoba;Euglenozoa;Kinetoplastea;Metakinetoplastina;Trypanosomatida;'core tryps';Leishmaniinae;Crithidia;	UniEuk#3114		genus											
Eukaryota;Discoba;Euglenozoa;Kinetoplastea;Metakinetoplastina;Trypanosomatida;'core tryps';Leishmaniinae;Endotrypanum;	UniEuk#3120		genus											
Eukaryota;Discoba;Euglenozoa;Kinetoplastea;Metakinetoplastina;Trypanosomatida;'core tryps';Leishmaniinae;Leishmania;	UniEuk#3121		genus											
Eukaryota;Discoba;Euglenozoa;Kinetoplastea;Metakinetoplastina;Trypanosomatida;'core tryps';Leishmaniinae;Leptomonas;	UniEuk#3115		genus											
Eukaryota;Discoba;Euglenozoa;Kinetoplastea;Metakinetoplastina;Trypanosomatida;'core tryps';Leishmaniinae;Lotmaria;	UniEuk#3116		genus											
Eukaryota;Discoba;Euglenozoa;Kinetoplastea;Metakinetoplastina;Trypanosomatida;'core tryps';Leishmaniinae;Novymonas;	UniEuk#3119		genus											
Eukaryota;Discoba;Euglenozoa;Kinetoplastea;Metakinetoplastina;Trypanosomatida;'core tryps';Leishmaniinae;Paraleishmania;	UniEuk#3122		genus											
Eukaryota;Discoba;Euglenozoa;Kinetoplastea;Metakinetoplastina;Trypanosomatida;'core tryps';Leishmaniinae;Wallaceina;	UniEuk#3123		genus											
